Frequency,Magnitude
0.0,0.48073409461663946
0.0004078303425774878,0.09394491264229694
0.0008156606851549756,0.019347177264446395
0.0012234910277324634,0.05904251969344407
0.0016313213703099511,0.05385251707611654
0.002039151712887439,0.03558201777920298
0.002446982055464927,0.005608144880405558
0.0028548123980424145,0.008950517123615345
0.0032626427406199023,0.018624815741117184
0.00367047308319739,0.003202968980994083
0.004078303425774878,0.03868311115785465
0.004486133768352366,0.019632285269921352
0.004893964110929854,0.009107202727813943
0.005301794453507341,0.011967520032274345
0.005709624796084829,0.009408335753847277
0.006117455138662317,0.006931778261307398
0.0065252854812398045,0.01338026805931978
0.006933115823817292,0.0048730130992400275
0.00734094616639478,0.017521624655656282
0.007748776508972268,0.016893453772713327
0.008156606851549756,0.012342789705636204
0.008564437194127243,0.013363197566642702
0.008972267536704732,0.005454018600181012
0.009380097879282219,0.013077545155586403
0.009787928221859707,0.00540687976718405
0.010195758564437194,0.0016006654280610922
0.010603588907014683,0.01098526966978843
0.01101141924959217,0.017827086687394883
0.011419249592169658,0.01689106593612361
0.011827079934747145,0.01186108451643191
0.012234910277324634,0.01350643914950405
0.01264274061990212,0.017743884244434932
0.013050570962479609,0.016747074672852885
0.013458401305057098,0.014770864979691036
0.013866231647634585,0.020008862209476362
0.014274061990212073,0.010294779658163411
0.01468189233278956,0.007979337798658235
0.015089722675367049,0.0012793511546159713
0.015497553017944535,0.006077522967343677
0.015905383360522024,0.008695893533690867
0.016313213703099513,0.0012811153884758934
0.016721044045676998,0.012634304535552776
0.017128874388254486,0.007827606751807239
0.017536704730831975,0.02022676989057506
0.017944535073409464,0.013040203229397201
0.01835236541598695,0.007945465107118804
0.018760195758564437,0.012398694548061098
0.019168026101141926,0.010939047942297874
0.019575856443719414,0.00531528826105549
0.019983686786296903,0.011402822130695028
0.020391517128874388,0.01003385601428394
0.020799347471451877,0.008224823053510686
0.021207177814029365,0.007401875237286836
0.021615008156606854,0.007682887356542219
0.02202283849918434,0.004421047840760395
0.022430668841761828,0.018084297345559008
0.022838499184339316,0.009486843071740672
0.023246329526916805,0.023230912797551687
0.02365415986949429,0.007338806807276858
0.02406199021207178,0.004496618897206261
0.024469820554649267,0.010412390914222552
0.024877650897226756,0.013245855663170325
0.02528548123980424,0.012070992936548954
0.02569331158238173,0.021741410683758434
0.026101141924959218,0.017138850339085937
0.026508972267536707,0.025286545247655584
0.026916802610114195,0.0031080533792518486
