Frequency,Magnitude
0.0,0.41309951060358896
0.0004078303425774878,0.051953630582758654
0.0008156606851549756,0.029982856599157136
0.0012234910277324634,0.032764996616211996
0.0016313213703099511,0.03060958621503212
0.002039151712887439,0.021496399784044468
0.002446982055464927,0.014001306569009372
0.0028548123980424145,0.019664366671424655
0.0032626427406199023,0.0032615180920636104
0.00367047308319739,0.006562282274912285
0.004078303425774878,0.009187209491659317
0.004486133768352366,0.014649157342982999
0.004893964110929854,0.006615789780917809
0.005301794453507341,0.020658282482378342
0.005709624796084829,0.005782437186388472
0.006117455138662317,0.0019044208821387665
0.0065252854812398045,0.008727358808227982
0.006933115823817292,0.009796424753066003
0.00734094616639478,0.011970538559929148
0.007748776508972268,0.0073424118664604104
0.008156606851549756,0.002787367583336756
0.008564437194127243,0.014219391420446242
0.008972267536704732,0.009799412245383372
0.009380097879282219,0.011537172522332736
0.009787928221859707,0.012839686002228892
0.010195758564437194,0.01214020173363867
0.010603588907014683,0.012304323789655586
0.01101141924959217,0.02088629260285457
0.011419249592169658,0.020629860931539547
0.011827079934747145,0.011497287012909283
0.012234910277324634,0.004224959645156106
0.01264274061990212,0.016542454926414332
0.013050570962479609,0.012264022303961801
0.013458401305057098,0.011532945431438835
0.013866231647634585,0.010840791536470414
0.014274061990212073,0.003691882521354409
0.01468189233278956,0.009957710951371275
0.015089722675367049,0.008791202893927449
0.015497553017944535,0.014223134961733884
0.015905383360522024,0.005348096729256259
0.016313213703099513,0.0035665061795321414
0.016721044045676998,0.011667384064740056
0.017128874388254486,0.0046012602144132305
0.017536704730831975,0.0032918569715641053
0.017944535073409464,0.010873634513593116
0.01835236541598695,0.00903890326699392
0.018760195758564437,0.010114426086973065
0.019168026101141926,0.01300622707364289
0.019575856443719414,0.01162019295165753
0.019983686786296903,0.005811204264389737
0.020391517128874388,0.009048811199975174
0.020799347471451877,0.010738843327055624
0.021207177814029365,0.007852632032849737
0.021615008156606854,0.009489514676148976
0.02202283849918434,0.01376320914947706
0.022430668841761828,0.00848532253062884
0.022838499184339316,0.00831730736735498
0.023246329526916805,0.005568482393165972
0.02365415986949429,0.001483546675561206
0.02406199021207178,0.005594271720654163
0.024469820554649267,0.0048969101513434785
0.024877650897226756,0.006603047580277578
0.02528548123980424,0.011691734448270175
0.02569331158238173,0.0064061197396075515
0.026101141924959218,0.013521802603279393
0.026508972267536707,0.013325015748961364
0.026916802610114195,0.006495885742361481
0.02732463295269168,0.011027792690094053
0.02773246329526917,0.009537462834832706
0.028140293637846658,0.014001905431150326
0.028548123980424146,0.007914414478885811
0.02895595432300163,0.005356027216352219
0.02936378466557912,0.005536478830890423
0.02977161500815661,0.01551486429840898
0.030179445350734097,0.019084563664469985
0.030587275693311582,0.0033665457294420643
0.03099510603588907,0.007248556728142433
0.031402936378466556,0.004185413401242306
0.03181076672104405,0.009577155235379886
0.03221859706362153,0.009209558655744072
0.032626427406199025,0.0018369545839452294
0.03303425774877651,0.009104523935401336
0.033442088091353996,0.006840402373040616
0.03384991843393149,0.008813585725544665
0.03425774877650897,0.007045742614568369
0.034665579119086465,0.0058133394129085735
0.03507340946166395,0.010951090679967461
0.035481239804241435,0.010606903629320121
0.03588907014681893,0.0097083389365991
0.03629690048939641,0.0014302045480683518
0.0367047308319739,0.0030437529076375452
0.03711256117455139,0.013706007797941828
0.037520391517128875,0.006375557641098222
0.03792822185970637,0.009800683482055738
0.03833605220228385,0.013449391461985719
0.03874388254486134,0.0033906962322638357
0.03915171288743883,0.0162253914069376
0.039559543230016314,0.010983802718075473
0.039967373572593806,0.013605125233881259
0.04037520391517129,0.008227330492946905
0.040783034257748776,0.007487227459193159
0.04119086460032627,0.006479959521807788
0.041598694942903754,0.009883924236789451
0.04200652528548124,0.009758182649823652
0.04241435562805873,0.0017135731429038013
0.042822185970636216,0.0037480945145675825
0.04323001631321371,0.007679650192449606
0.04363784665579119,0.02314327839598275
0.04404567699836868,0.0037776724700555975
0.04445350734094617,0.014118857084869966
0.044861337683523655,0.0024575831160632863
0.04526916802610114,0.00044091661052312535
0.04567699836867863,0.01336793867240683
0.04608482871125612,0.00832480034938682
0.04649265905383361,0.006499377394965743
0.046900489396411095,0.023553575889730453
0.04730831973898858,0.006963219158930723
0.04771615008156607,0.013096992904090382
0.04812398042414356,0.0024244196039479833
0.04853181076672105,0.002636932799157887
0.048939641109298535,0.002998738538743031
0.04934747145187602,0.005663399872256997
0.04975530179445351,0.014846816364332972
0.050163132137031,0.007209465019807554
0.05057096247960848,0.005502410237806783
0.050978792822185974,0.010462281453259224
0.05138662316476346,0.006260579703613295
0.05179445350734095,0.004068855073725562
0.052202283849918436,0.008373854603705743
0.05261011419249592,0.004363542988395449
0.053017944535073414,0.012592441885001528
0.0534257748776509,0.01357676671356207
0.05383360522022839,0.01191677194461825
0.054241435562805876,0.005126960657269908
0.05464926590538336,0.004139463228861554
0.05505709624796085,0.0006757247509102272
0.05546492659053834,0.007352459776667013
0.05587275693311582,0.0032860003853142318
0.056280587275693315,0.0031865718378619075
0.0566884176182708,0.004158129844775271
0.05709624796084829,0.01320179516107934
0.05750407830342578,0.001048477398488168
0.05791190864600326,0.003239692238517759
0.058319738988580755,0.01737263048624141
0.05872756933115824,0.0029731601395044504
0.05913539967373573,0.0030901687940873856
0.05954323001631322,0.007390487230337736
0.0599510603588907,0.0011947462085527896
0.060358890701468194,0.0068735961308975585
0.06076672104404568,0.002857224569515566
0.061174551386623165,0.00903743026983091
0.06158238172920066,0.002938566336339269
0.06199021207177814,0.005229290229050853
0.062398042414355634,0.011979819257132075
0.06280587275693311,0.010093391491887205
0.0632137030995106,0.004405753419443382
0.0636215334420881,0.008804849851312647
0.06402936378466559,0.0008502770331272973
0.06443719412724307,0.008543731577679087
0.06484502446982056,0.0076263546555497864
0.06525285481239805,0.016369029584969677
0.06566068515497553,0.004176834581161806
0.06606851549755302,0.020291373503936734
0.06647634584013051,0.014258241882081446
0.06688417618270799,0.01664574720358592
0.06729200652528548,0.008003525589411876
0.06769983686786298,0.013962354258818177
0.06810766721044045,0.009081278672366924
0.06851549755301795,0.002206888810912798
0.06892332789559544,0.01833260629741008
0.06933115823817293,0.01630998361071835
0.06973898858075041,0.004862688188408177
0.0701468189233279,0.0061170219631758345
0.07055464926590539,0.010747100448710216
0.07096247960848287,0.006015966731966957
0.07137030995106036,0.008447834490358049
0.07177814029363785,0.008896652959822917
0.07218597063621533,0.00541961353884416
0.07259380097879282,0.011743659530380016
0.07300163132137032,0.0009668268817146975
0.0734094616639478,0.007008134873798988
0.07381729200652529,0.005434117501551587
0.07422512234910278,0.00566698693589348
0.07463295269168027,0.007957093618634023
0.07504078303425775,0.004181365584559867
0.07544861337683524,0.004113752785858233
0.07585644371941273,0.008766836547196562
0.07626427406199021,0.007794515093327517
0.0766721044045677,0.006741081120691276
0.0770799347471452,0.012300014728090076
0.07748776508972267,0.01569551322455784
0.07789559543230017,0.009072020332117672
0.07830342577487766,0.008839816135182825
0.07871125611745514,0.01449786049287333
0.07911908646003263,0.006232209776922572
0.07952691680261012,0.016923087833788698
0.07993474714518761,0.0009764969643667927
0.08034257748776509,0.006054542354389998
0.08075040783034258,0.017826941220368292
0.08115823817292007,0.009964926624629394
0.08156606851549755,0.009185993718749284
0.08197389885807504,0.010795798916342417
0.08238172920065254,0.008099673342104053
0.08278955954323002,0.010911680212752933
0.08319738988580751,0.0021930992940917124
0.083605220228385,0.006484441862135442
0.08401305057096248,0.007672105829028127
0.08442088091353997,0.014746588397056695
0.08482871125611746,0.007320481756137053
0.08523654159869495,0.006304094469083078
0.08564437194127243,0.011318864507249986
0.08605220228384992,0.015301577860448324
0.08646003262642742,0.006044163034681289
0.0868678629690049,0.009073981818620019
0.08727569331158239,0.014749786182284499
0.08768352365415988,0.004513140249659685
0.08809135399673736,0.004174748639764751
0.08849918433931485,0.009111601063936133
0.08890701468189234,0.00878377434301765
0.08931484502446982,0.01133844612961772
0.08972267536704731,0.005510124930342792
0.0901305057096248,0.002764260951698609
0.09053833605220228,0.011584571384771675
0.09094616639477977,0.012474041293312064
0.09135399673735727,0.0012234269035050018
0.09176182707993476,0.0054948517590426744
0.09216965742251224,0.009354748762095938
0.09257748776508973,0.002802664354167538
0.09298531810766722,0.010133123549968495
0.0933931484502447,0.003572275465225958
0.09380097879282219,0.008771129628502957
0.09420880913539968,0.012072218720568436
0.09461663947797716,0.004144028930082098
0.09502446982055465,0.008353265616032425
0.09543230016313214,0.009321370940117623
0.09584013050570962,0.008025472678510772
0.09624796084828711,0.0058741693887043745
0.0966557911908646,0.003231366751541702
0.0970636215334421,0.0053391905186220565
0.09747145187601958,0.0044560738816215315
0.09787928221859707,0.008971012556367643
0.09828711256117456,0.008277012137197467
0.09869494290375204,0.01050249120645215
0.09910277324632953,0.004847197772489331
0.09951060358890702,0.0022284732431898466
0.0999184339314845,0.011030558712711776
0.100326264274062,0.007405029736596303
0.10073409461663949,0.0050927286178477135
0.10114192495921696,0.009605092726849318
0.10154975530179446,0.008305740027995435
0.10195758564437195,0.0037489564631625148
0.10236541598694944,0.005066572363343982
0.10277324632952692,0.010966629791521272
0.10318107667210441,0.006541967341926639
0.1035889070146819,0.013841303540029687
0.10399673735725938,0.0035603507127908267
0.10440456769983687,0.0020021082339827276
0.10481239804241436,0.011054474028180482
0.10522022838499184,0.0048272901350928585
0.10562805872756934,0.006589834626053412
0.10603588907014683,0.010303775856090124
0.1064437194127243,0.014071524350931248
0.1068515497553018,0.0032521357078807074
0.10725938009787929,0.008454154813200249
0.10766721044045678,0.008919982714224062
0.10807504078303426,0.0042965128254176125
0.10848287112561175,0.0038446794313016053
0.10889070146818924,0.0025575074376779235
0.10929853181076672,0.009843532486998598
0.10970636215334421,0.0036692732317046635
0.1101141924959217,0.007279621995553044
0.11052202283849918,0.0084867814757249
0.11092985318107668,0.010436128478862635
0.11133768352365417,0.001405790548071129
0.11174551386623165,0.003634425531525797
0.11215334420880914,0.012659173725324036
0.11256117455138663,0.007332711383245465
0.11296900489396412,0.002270574877580353
0.1133768352365416,0.010321731850715426
0.1137846655791191,0.009200920822086333
0.11419249592169659,0.005746477248936307
0.11460032626427406,0.010238476840896871
0.11500815660685156,0.005867702068637042
0.11541598694942905,0.010260279656432558
0.11582381729200653,0.0077307586793446985
0.11623164763458402,0.011589786900581697
0.11663947797716151,0.011738413487847614
0.11704730831973899,0.015504485999639456
0.11745513866231648,0.008637335849813452
0.11786296900489397,0.003474524599773738
0.11827079934747146,0.009105868023240843
0.11867862969004894,0.008371575332988844
0.11908646003262643,0.001227470022191893
0.11949429037520393,0.007852210925935228
0.1199021207177814,0.008853216874232872
0.1203099510603589,0.007119421973202625
0.12071778140293639,0.006749796328427879
0.12112561174551387,0.014654593733452733
0.12153344208809136,0.008130110112179722
0.12194127243066885,0.004947923657124063
0.12234910277324633,0.0100675637188119
0.12275693311582382,0.007109712889055274
0.12316476345840131,0.00456514428787314
0.12357259380097879,0.005388351882045111
0.12398042414355628,0.009290562617018319
0.12438825448613378,0.009832865141927334
0.12479608482871127,0.004047310571112684
0.12520391517128876,0.027157776465432173
0.12561174551386622,0.011970034520809606
0.12601957585644372,0.015475591150946943
0.1264274061990212,0.013123231866539383
0.1268352365415987,0.0018505863327935314
0.1272430668841762,0.01835638974948201
0.12765089722675368,0.007543822907639602
0.12805872756933118,0.010284245321365165
0.12846655791190864,0.010946615434305322
0.12887438825448613,0.006138226979716153
0.12928221859706363,0.0026110853231137046
0.12969004893964112,0.006418204987988474
0.1300978792822186,0.00405618045151643
0.1305057096247961,0.014442876968202912
0.13091353996737357,0.007022750062064892
0.13132137030995106,0.00758313448834293
0.13172920065252855,0.0026941734008618613
0.13213703099510604,0.0029272493479199826
0.13254486133768353,0.010114088178099948
0.13295269168026103,0.002327443137420341
0.13336052202283852,0.005366168018518875
0.13376835236541598,0.009799332665350829
0.13417618270799347,0.0018150624301762938
0.13458401305057097,0.012284305236037248
0.13499184339314846,0.0010214249589119927
0.13539967373572595,0.009402745441171666
0.13580750407830344,4.2990900391133674e-05
0.1362153344208809,0.01042787509579808
0.1366231647634584,0.002047707471056475
0.1370309951060359,0.009928968867946341
0.13743882544861338,0.007982487063712367
0.13784665579119088,0.009885353547162787
0.13825448613376837,0.012821105221189831
0.13866231647634586,0.004434437759951996
0.13907014681892332,0.015509512196007075
0.13947797716150082,0.010710956304729386
0.1398858075040783,0.003928416129109456
0.1402936378466558,0.013825241485945378
0.1407014681892333,0.01494013411466018
0.14110929853181078,0.006924831996872774
0.14151712887438825,0.0024832190307506074
0.14192495921696574,0.007681936798439973
0.14233278955954323,0.003139765769120632
0.14274061990212072,0.003919337046138671
0.14314845024469822,0.006327135123831901
0.1435562805872757,0.01170728263596825
