FreqPCA,MagPCA,FreqX,MagX,FreqY,MagY,FreqZ,MagZ
0.0,2.1434705862096357e-16,0.0,1.4743266666666668,0.0,1.7951000000000001,0.0,1.8811733333333336
0.0003333333333333333,1.0230171874999343,0.0003333333333333333,0.5229256256086191,0.0003333333333333333,0.5972392432915404,0.0003333333333333333,0.6535498147721094
0.0006666666666666666,0.5261133040348664,0.0006666666666666666,0.21809510518537972,0.0006666666666666666,0.36460466214944737,0.0006666666666666666,0.31997812708866435
0.001,0.0821134401822776,0.001,0.013707442822880736,0.001,0.13628021393266407,0.001,0.04991659872241043
0.0013333333333333333,0.21043761086046073,0.0013333333333333333,0.11813830381036666,0.0013333333333333333,0.18325026532831198,0.0013333333333333333,0.07174947061968386
0.0016666666666666666,0.28573152872498986,0.0016666666666666666,0.10928865128822632,0.0016666666666666666,0.2092002134865975,0.0016666666666666666,0.17358185557451133
0.002,0.0499193711914487,0.002,0.018785346858563926,0.002,0.03924642951764338,0.002,0.07602642411162515
0.002333333333333333,0.183607532866868,0.002333333333333333,0.0664091045593845,0.002333333333333333,0.11002793814645312,0.002333333333333333,0.13603297923902788
0.0026666666666666666,0.17613861321240287,0.0026666666666666666,0.08574641216059765,0.0026666666666666666,0.104235958587514,0.0026666666666666666,0.11473235921051592
0.003,0.03551725189265082,0.003,0.022882629053415003,0.003,0.044437254243065466,0.003,0.028484888880146608
0.003333333333333333,0.20689422041633296,0.003333333333333333,0.14122131221924275,0.003333333333333333,0.1659143960461639,0.003333333333333333,0.07265459963162413
0.0036666666666666666,0.043791983329537716,0.0036666666666666666,0.02652740369509044,0.0036666666666666666,0.036362814316244114,0.0036666666666666666,0.08631438318397257
0.004,0.08333896076328257,0.004,0.05211310260354062,0.004,0.048027082256172415,0.004,0.07126537895090773
0.004333333333333333,0.05420633454385613,0.004333333333333333,0.06676355077146297,0.004333333333333333,0.012739910995989827,0.004333333333333333,0.02413413237722941
0.004666666666666666,0.07980330527473338,0.004666666666666666,0.05284481231733214,0.004666666666666666,0.04428004128871051,0.004666666666666666,0.06022321139751341
0.005,0.0818267393938433,0.005,0.048928288062690145,0.005,0.07654778024841366,0.005,0.021739468335334532
0.005333333333333333,0.028248806913002297,0.005333333333333333,0.0272800218059808,0.005333333333333333,0.029097065804788894,0.005333333333333333,0.037251834362820785
0.005666666666666666,0.10351410345803264,0.005666666666666666,0.04845278749312187,0.005666666666666666,0.07618025798609757,0.005666666666666666,0.08340258765584219
0.006,0.04619223193668141,0.006,0.029301414518071132,0.006,0.04646942854501355,0.006,0.03467027487868373
0.006333333333333333,0.12542873237244856,0.006333333333333333,0.08371647408742373,0.006333333333333333,0.1113961673218271,0.006333333333333333,0.07350697028910536
